Year Month,Postal Code,Customer Class,Total Gallons
201209,78722,Commercial,4571700
201401,78705,Large Volume,4138000
201409,78719,Commercial,10479700
201605,78759,Irrigation - Commercial,8416500
201807,78617,City of Austin,1780100
201701,78753,Irrigation - Commercial,4001700
201504,78725,Commercial,4264800
201206,78653,Irrigation - Commercial,582500
201606,78714,Commercial,534700
201712,78729,Irrigation - Commercial,5803000
201612,78735,Irrigation - Commercial,2493300
201405,78739,Irrigation - Commercial,2446700
201801,78741,Irrigation - City of Austin,827400
201604,78732,Commercial,97100
201201,78745,City of Austin,196200
201805,78681,Commercial,600700
201212,78742,Commercial,506000
201706,78721,City of Austin,168100
201808,78746,Commercial,18303900
201401,78758,Irrigation - Commercial,4339500
201410,78756,Commercial,13114200
201209,78749,Commercial,13907500
201609,78717,Irrigation - Commercial,8752000
201208,78749,Austin Water Utility,100
201310,78732,Commercial,621100
201704,78752,Commercial,20580600
201305,78758,City of Austin,210200
201604,78745,Wholesale,7379500
201803,78613,Austin Water Utility,100
201212,78702,Irrigation - City of Austin,695400
201310,78721,Austin Water Utility,7500
201207,78723,Commercial,15428100
201202,78723,Irrigation - Commercial,2847800
201609,78748,Irrigation - City of Austin,103100
201511,78710,Irrigation - Commercial,0
201610,78703,Commercial,13888800
201806,78736,Irrigation - Commercial,548500
201405,78732,Irrigation - Commercial,0
201709,78749,Austin Water Utility,100
201612,78722,City of Austin,73900
201207,78735,Irrigation - Commercial,6743900
201608,78757,City of Austin,1021400
201312,78748,Irrigation - Commercial,4345100
201712,78756,Irrigation - City of Austin,0
201702,78723,Irrigation - Commercial,583100
201304,78751,Commercial,12857500
201603,78721,Irrigation - Commercial,964100
201805,78730,Irrigation - Commercial,4157800
201805,78759,Irrigation - City of Austin,1400
201204,78748,Irrigation - Commercial,3148000
201807,78705,Commercial,27512800
201604,78739,Austin Water Utility,0
201507,78723,Irrigation - Commercial,2217500
201203,78747,Commercial,919500
201710,78741,Irrigation - Commercial,5391400
201502,78712,Commercial,4183800
201803,78701,Large Volume,458000
201311,78703,Commercial,14253100
201710,78739,Wholesale,23423200
201801,78660,Irrigation - City of Austin,0
201205,78722,City of Austin,56100
201502,78751,Commercial,11103900
201508,78753,Commercial,40388000
201210,78739,Commercial,1274100
201204,78751,Commercial,12478900
201412,78752,Commercial,20796300
201804,78660,Austin Water Utility,200
201308,78750,Commercial,9868800
201411,78714,Commercial,372000
201603,78756,Irrigation - Commercial,483500
201601,78746,City of Austin,348000
201711,78753,Irrigation - City of Austin,135300
201608,78747,Irrigation - Commercial,2308900
201304,78757,Irrigation - City of Austin,29800
201604,78736,Irrigation - Commercial,218000
201407,78766,Irrigation - Commercial,0
201803,78681,Irrigation - Commercial,29300
201807,78749,Austin Water Utility,9300
201712,78705,Large Volume,4424000
201411,78703,Irrigation - Commercial,2250000
201611,78721,Commercial,5912500
201307,78756,City of Austin,309100
201607,78748,City of Austin,143000
201806,78749,City of Austin,242900
201205,78753,Austin Water Utility,500
201401,78723,Commercial,16221000
201509,78725,Austin Water Utility,493200
201302,78703,Commercial,13457000
201706,78730,Commercial,3805500
201212,78739,City of Austin,9000
201706,78759,Austin Water Utility,13800
201604,78731,Commercial,13423100
201412,78701,Commercial,62636600
201808,78731,Irrigation - Commercial,4792100
201804,78744,Irrigation - City of Austin,3955300
201701,78745,City of Austin,199100
201207,78747,Commercial,1432700
201407,78727,Irrigation - Commercial,10645600
201701,78705,Commercial,23595300
201309,78703,Commercial,15286100
201402,78731,Commercial,11910200
201212,78705,Large Volume,5824400
201402,78731,City of Austin,413200
201807,78748,Irrigation - Commercial,9912000
201409,78721,Irrigation - Commercial,1196000
201511,78723,Irrigation - Commercial,5221100
201208,78744,Commercial,29244300
201709,78753,City of Austin,1622600
201510,78721,Irrigation - Commercial,1187500
201205,78617,Commercial,12550900
201302,78702,Irrigation - City of Austin,929600
201504,78736,Irrigation - Commercial,116500
201508,78741,Irrigation - Commercial,5494700
201212,78745,City of Austin,394500
201710,78703,Irrigation - Commercial,2786200
201706,78727,Irrigation - Commercial,7604900
201807,78745,Irrigation - City of Austin,87000
201612,78721,City of Austin,252900
201202,78714,Commercial,239900
201801,78725,Austin Water Utility,394900
201802,78741,Commercial,16259900
201607,78731,Irrigation - City of Austin,10000
201612,78745,Wholesale,7351100
201302,78739,City of Austin,8000
201506,78757,City of Austin,1172100
201805,78759,City of Austin,19500
201208,78757,Irrigation - City of Austin,135200
201302,78757,Irrigation - City of Austin,14700
201406,78751,Irrigation - Commercial,446700
201510,78751,Irrigation - Commercial,646000
201411,78736,Commercial,1470500
201303,78735,Irrigation - Commercial,2671700
201804,78736,Irrigation - Commercial,427200
201808,78732,Irrigation - Commercial,0
201605,78617,Commercial,11584300
201505,78766,Irrigation - Commercial,0
201704,78749,Irrigation - Commercial,4028000
201403,78712,Irrigation - Commercial,937300
201507,78739,Commercial,2874500
201301,78712,Irrigation - Commercial,1973300
201305,78617,Commercial,9007800
201303,78702,City of Austin,1036500
201505,78752,Irrigation - Commercial,1685900
201806,78681,Commercial,638100
201301,78753,Irrigation - Commercial,6825000
201802,78653,Commercial,2019700
201711,78653,Irrigation - Commercial,1233100
201801,78719,Irrigation - City of Austin,16800
201204,78730,Commercial,2114200
201610,78766,Commercial,4600
201711,78731,Irrigation - City of Austin,418600
201403,78701,Commercial,57471200
201511,78750,Irrigation - Commercial,3074500
201601,78752,City of Austin,34700
201608,78737,Commercial,341200
201402,78750,City of Austin,138600
201809,78704,Commercial,44613400
201809,78705,Irrigation - Commercial,4121200
201809,78731,Austin Water Utility,0
201609,78660,Irrigation - Commercial,3572900
201705,78705,Irrigation - Commercial,1636200
201608,78721,City of Austin,6544800
201710,78721,Irrigation - City of Austin,27800
201210,78758,City of Austin,288400
201801,78753,Commercial,34511700
201505,78745,Wholesale,5929200
201301,78753,Commercial,40949100
201709,78748,City of Austin,79600
201305,78737,Commercial,445400
201508,78766,Commercial,5700
201412,78755,Commercial,29100
201505,78727,Commercial,19719100
201803,78617,Commercial,10806300
201708,78712,Irrigation - Commercial,5594000
201512,78653,Irrigation - Commercial,76000
201502,78757,Irrigation - Commercial,499500
201704,78745,Wholesale,7903000
201409,78754,Commercial,17153200
201508,78710,Commercial,20200
201409,78712,Irrigation - Commercial,8565900
201708,78712,Large Volume,17408500
201712,78704,Commercial,32269300
201402,78745,Irrigation - City of Austin,65300
201801,78660,Commercial,7463700
201210,78753,Austin Water Utility,2700
201511,78705,Large Volume,14030000
201709,78736,Commercial,2186900
201508,78759,Irrigation - Commercial,21283400
201405,78721,Austin Water Utility,6600
201208,78748,Irrigation - City of Austin,26200
201311,78739,City of Austin,8000
201502,78712,Large Volume,7684000
201203,78617,Commercial,10646800
201807,78617,Austin Water Utility,1155400
201504,78745,Irrigation - City of Austin,144600
201608,78756,City of Austin,204300
201201,78757,Irrigation - Commercial,686000
201806,78727,City of Austin,29000
201705,78722,City of Austin,57800
201604,78723,Irrigation - Commercial,4308100
201804,78722,Irrigation - Commercial,785300
201205,78766,Commercial,5300
201411,78712,Irrigation - Commercial,2597300
201504,78749,City of Austin,166000
201306,78719,Commercial,5067100
201306,78757,City of Austin,1309100
201609,78739,Irrigation - Commercial,3483200
201212,78759,City of Austin,56400
201203,78702,Commercial,24812300
201409,78748,Commercial,15046800
201507,78753,Commercial,39878000
201604,78744,Commercial,27348600
201206,78721,City of Austin,3686600
201804,78723,City of Austin,3021100
201611,78722,City of Austin,57900
201501,78758,Irrigation - Commercial,4244900
201412,78712,Commercial,5701700
201410,78745,Irrigation - Commercial,5554600
201401,78758,City of Austin,850500
201205,78703,City of Austin,1512000
201311,78756,Irrigation - Commercial,451400
201706,78722,Irrigation - Commercial,679700
201504,78731,Irrigation - City of Austin,3000
201704,78701,Commercial,78605200
201803,78766,Irrigation - Commercial,0
201502,78747,Wholesale,5209300
201605,78703,City of Austin,724800
201706,78737,Irrigation - Commercial,218200
201808,78746,Irrigation - City of Austin,41000
201408,78737,Commercial,416300
201301,78703,Commercial,13726700
201711,78730,Irrigation - Commercial,4375500
201507,78710,Irrigation - Commercial,0
201204,78725,Austin Water Utility,666100
201710,78703,Commercial,14473400
201711,78747,Irrigation - Commercial,856600
201211,78752,Irrigation - Commercial,3857700
201502,78702,City of Austin,982500
201203,78753,Austin Water Utility,600
201610,78701,Large Volume,1483000
201708,78723,Irrigation - Commercial,10832600
201712,78719,Irrigation - City of Austin,91600
201808,78725,Wholesale,1009800
201603,78719,Commercial,4514900
201303,78752,Commercial,24214000
201606,78758,Commercial,47745300
201512,78737,Irrigation - Commercial,182000
201310,78747,Wholesale,4626200
201802,78723,City of Austin,1986100
201711,78725,Wholesale,959800
201711,78744,Commercial,29199400
201402,78742,Commercial,407100
201201,78759,Commercial,33745200
201501,78755,Commercial,24700
201311,78732,Irrigation - Commercial,0
201609,78725,Austin Water Utility,604100
201306,78759,Austin Water Utility,17200
201203,78753,Irrigation - Commercial,4866200
201606,78748,City of Austin,38000
201806,78730,Commercial,3429600
201803,78741,Large Volume,31319000
201709,78726,Irrigation - Commercial,4867000
201806,78739,Commercial,1805000
201711,78746,Irrigation - Commercial,5372600
201509,78748,Irrigation - City of Austin,8300
201308,78757,Irrigation - City of Austin,123700
201401,78732,Irrigation - Commercial,0
201808,78753,Commercial,43895600
201401,78752,City of Austin,5500
201201,78617,Commercial,9163400
201204,78731,City of Austin,327700
201802,78717,Irrigation - Commercial,2247100
201302,78722,Commercial,4273700
201407,78721,City of Austin,3626300
201708,78744,Irrigation - Commercial,16588700
201804,78652,Commercial,356000
201509,78702,City of Austin,2352500
201503,78748,City of Austin,32900
201610,78759,Irrigation - Commercial,14083700
201803,78712,Large Volume,14980500
201304,78703,Irrigation - Commercial,1818000
201509,78748,Commercial,16025300
201405,78701,Large Volume,822000
201803,78744,Irrigation - Commercial,4195000
201406,78749,Austin Water Utility,100
201410,78727,Irrigation - Commercial,10065600
201412,78731,Commercial,11317300
201710,78748,Irrigation - Commercial,8195500
201205,78721,City of Austin,131500
201809,78746,Austin Water Utility,179000
201208,78749,Commercial,12496900
201705,78759,City of Austin,30000
201602,78721,Commercial,5243700
201712,78742,Commercial,561300
201507,78745,Wholesale,6705100
201606,78653,Irrigation - Commercial,915600
201207,78756,Commercial,16599000
201801,78705,Large Volume,4024000
201705,78712,Large Volume,15733000
201711,78705,Irrigation - City of Austin,34200
201205,78759,Irrigation - Commercial,10606700
201212,78731,Irrigation - City of Austin,95800
201612,78731,Irrigation - City of Austin,168900
201710,78756,Commercial,13568600
201502,78758,City of Austin,803000
201605,78742,Commercial,680600
201409,78749,City of Austin,255400
201305,78705,Irrigation - Commercial,2711800
201509,78703,City of Austin,3483900
201312,78722,Commercial,4145200
201703,78704,Commercial,31156400
201702,78736,Commercial,950200
201401,78757,Irrigation - Commercial,393400
201805,78660,Commercial,6637900
201403,78750,City of Austin,225300
201806,78705,Irrigation - City of Austin,46500
201605,78745,Wholesale,7694300
201711,78732,Commercial,81000
201709,78735,Commercial,14952400
201705,78742,Commercial,561300
201804,78724,Austin Water Utility,1125100
201808,78721,Irrigation - Commercial,2278000
201612,78710,Irrigation - Commercial,5500
201405,78759,Irrigation - City of Austin,3300
201706,78752,Commercial,24469800
201306,78745,Wholesale,8898700
201212,78727,Commercial,14729300
201212,78741,Commercial,19675500
201311,78756,Commercial,11601600
201805,78766,Commercial,6100
201711,78742,Commercial,627600
201612,78754,Commercial,10015500
201501,78705,Irrigation - Commercial,863500
201306,78731,Commercial,16408600
201408,78721,Commercial,6877400
201605,78735,Commercial,8519400
201803,78750,Irrigation - Commercial,2346300
201404,78723,City of Austin,2145700
201612,78751,Commercial,11382700
201711,78746,Irrigation - City of Austin,546500
201808,78742,Austin Water Utility,0
201807,78724,City of Austin,10326800
201405,78750,Austin Water Utility,364100
201805,78753,Austin Water Utility,9700
201406,78723,Irrigation - Commercial,3876400
201809,78745,Wholesale,14082300
201606,78721,City of Austin,4241600
201501,78766,Irrigation - Commercial,0
201209,78750,City of Austin,721600
201606,78759,Austin Water Utility,18600
201604,78702,City of Austin,1517600
201803,78754,Commercial,8917600
201303,78756,Commercial,10063800
201612,78731,City of Austin,218300
201802,78613,Commercial,3361400
201608,78749,Irrigation - Commercial,12115300
201306,78756,Commercial,14885100
201603,78714,Irrigation - Commercial,0
201705,78660,Commercial,6220000
201309,78757,Commercial,18187600
201306,78721,Irrigation - City of Austin,14300
201704,78751,Commercial,11800100
201805,78717,Austin Water Utility,0
201807,78739,City of Austin,7000
201509,78714,Irrigation - Commercial,0
201710,78729,Irrigation - Commercial,7120500
201711,78754,Austin Water Utility,100
201809,78735,Austin Water Utility,0
201408,78754,Irrigation - Commercial,8702000
201502,78721,Irrigation - Commercial,105200
201506,78701,Large Volume,1074300
201711,78745,Commercial,29617700
201809,78766,Commercial,5000
201612,78730,Commercial,3246200
201608,78758,Commercial,50801300
201201,78745,Irrigation - Commercial,4055800
201711,78723,Austin Water Utility,102300
201208,78731,City of Austin,789000
201706,78725,Commercial,5873700
201804,78754,Irrigation - City of Austin,0
201407,78750,City of Austin,80200
201803,78750,Commercial,7881000
201410,78747,Commercial,3295500
201804,78751,Irrigation - City of Austin,8300
201809,78717,Irrigation - City of Austin,0
